"Year","Tier","Range","Pass","Gen","Pedigree","Source","id"
2017,3,14,62,1147,"CI90C","Ames 22440","2017_14_62"
2017,3,14,67,1259,"I198","Ames 24590","2017_14_67"
2017,3,14,55,1,"B73","14SJMY:Breed:0001","2017_14_55"
2017,3,13,46,935,"Tx714","PI 633840","2017_13_46"
2017,3,14,64,556,"A622","Ames 23459","2017_14_64"
2017,3,14,83,1083,"H27w","Ames 26779","2017_14_83"
2017,3,14,80,1374,"WXK55","Ames 26751","2017_14_80"
2017,3,14,46,1272,"LH1","PI 644101","2017_14_46"
2017,3,14,61,1145,"Va22","Ames 19328","2017_14_61"
2017,3,13,45,1033,"Tx114","PI 633839","2017_13_45"
2017,3,14,72,1180,"Pa91HT3","Ames 25374","2017_14_72"
2017,3,14,63,1286,"K55","Ames 22754","2017_14_63"
2017,3,14,77,877,"CI 75","Ames 26134","2017_14_77"
2017,3,13,51,1557,"Oh43 sh2","Ames 26766","2017_13_51"
2017,3,13,49,1686,"Mo25W","Ames 20118","2017_13_49"
2017,3,14,66,948,"IDS69","Ames 24576","2017_14_66"
2017,3,14,45,1539,"T175","PI 638594","2017_14_45"
2017,3,14,65,1288,"IDS28","Ames 24575","2017_14_65"
2017,3,14,68,949,"MS132","Ames 24730","2017_14_68"
2017,3,14,59,941,"C103","Ames 19284","2017_14_59"
2017,3,14,69,1076,"MS204","Ames 24740","2017_14_69"
2017,3,14,58,1251,"Va39","Ames 19012","2017_14_58"
2017,3,14,50,1360,"GA212","Ames 10249","2017_14_50"
2017,3,14,82,1589,"H23w","Ames 26777","2017_14_82"
2017,3,14,70,1,"B73","14SJMY:Breed:0001","2017_14_70"
2017,3,14,57,1277,"Va24","Ames 19008","2017_14_57"
2017,3,14,49,967,"Ye 4","Ames 2335","2017_14_49"
2017,3,14,54,834,"Va16","Ames 19001","2017_14_54"
2017,3,14,78,1463,"WX187-2","Ames 26741","2017_14_78"
2017,3,14,48,966,"Yong 28","Ames 2333","2017_14_48"
2017,3,14,71,1046,"Pa91HT1","Ames 25372","2017_14_71"
2017,3,14,73,1152,"P8","Ames 26021","2017_14_73"
2017,3,14,56,1655,"Va17","Ames 19002","2017_14_56"
2017,3,13,52,1604,"NC314","Ames 27153","2017_13_52"
2017,3,14,75,876,"CI 20","Ames 26120","2017_14_75"
2017,3,14,76,1154,"CI 30","Ames 26124","2017_14_76"
2017,3,14,84,1054,"H28w","Ames 26780","2017_14_84"
2017,3,14,81,1294,"WXW22","Ames 26757","2017_14_81"
2017,2,12,40,323,"W64A","PI 587152","2017_12_40"
2017,2,13,35,460,"W374R2","NSL 30055","2017_13_35"
2017,2,12,5,651,"AD 352","Ames 28980","2017_12_5"
2017,2,12,35,831,"PHT69","PI 559949","2017_12_35"
2017,2,12,9,356,"P39A","NSL 8583","2017_12_9"
2017,2,12,29,789,"SD69","PI 538239","2017_12_29"
2017,2,12,38,619,"Ia5125","PI 587135","2017_12_38"
2017,2,13,40,509,"NO. 1197 INBRED","PI 303939","2017_13_40"
2017,2,12,27,281,"W552","PI 520770","2017_12_27"
2017,2,12,33,1709,"83IBI3","PI 555651","2017_12_33"
2017,2,13,38,372,"NO. 1019 INBRED","PI 303926","2017_13_38"
2017,2,13,39,1234,"NO. 1026 INBRED","PI 303927","2017_13_39"
2017,2,12,1,471,"CH741-6","Ames 27020","2017_12_1"
2017,2,12,39,500,"A682","PI 587143","2017_12_39"
2017,2,11,2,583,"LH222","PI 559375","2017_11_2"
2017,2,12,14,899,"R825","NSL 42805","2017_12_14"
2017,2,12,30,790,"SD106","PI 538242","2017_12_30"
2017,2,12,11,584,"R222A","NSL 29898","2017_12_11"
2017,2,13,36,557,"W9","NSL 30065","2017_13_36"
2017,2,12,13,358,"ND-B8","NSL 32727","2017_12_13"
2017,2,12,10,687,"Oh56A","NSL 28967","2017_12_10"
2017,2,12,31,609,"FBLA","PI 546482","2017_12_31"
2017,2,12,3,3,"Il14H","Ames 27118","2017_12_3"
2017,2,12,16,403,"NO. 1070 INBRED","PI 303933","2017_12_16"
2017,2,12,22,202,"80-2","PI 369437","2017_12_22"
2017,2,12,37,198,"CO109","PI 587125","2017_12_37"
2017,2,12,12,357,"SD10","NSL 30835","2017_12_12"
2017,2,12,34,897,"OQ403","PI 559920","2017_12_34"
2017,2,12,23,486,"YING-55","PI 391665","2017_12_23"
2017,2,12,36,1333,"PHVA9","PI 559953","2017_12_36"
2017,2,13,34,355,"P51B","NSL 8582","2017_13_34"
2017,2,12,18,567,"R-53-2 INBR.FR.YELPEARL","PI 340867","2017_12_18"
2017,2,12,19,599,"676A-348-68(B)","PI 358532","2017_12_19"
2017,2,12,2,646,"CH753-4","Ames 27021","2017_12_2"
2017,2,11,1,392,"OC9","PI 553062","2017_11_1"
2017,2,12,17,404,"NY 121 (Neveh Yaar)","PI 340812","2017_12_17"
2017,2,12,8,482,"AD 11 DS","Ames 28990","2017_12_8"
2017,2,12,4,678,"AD 147","Ames 28975","2017_12_4"
2017,2,12,32,420,"N192","PI 550566","2017_12_32"
2017,2,12,6,652,"AD 187-1","Ames 28982","2017_12_6"
2017,2,12,20,711,"STRAIN T36(101T)-394-68","PI 358533","2017_12_20"
2017,2,12,15,591,"NY 3 (Neveh Yaar)","PI 200179","2017_12_15"
2017,2,12,7,481,"AD 26 DS","Ames 28988","2017_12_7"
2017,2,12,25,299,"BAI TOU SHUANG IN.(JI 095","PI 405711","2017_12_25"
2017,2,12,28,183,"LH163","PI 538008","2017_12_28"
2017,2,12,21,1,"B73","14SJMY:Breed:0001","2017_12_21"
2017,2,12,26,519,"M6411","PI 506411","2017_12_26"
2017,2,13,37,362,"A71","NSL 42875","2017_13_37"
2017,3,19,51,1192,"AusTRCF 305836","NSL 437910","2017_19_51"
2017,3,18,78,1003,"R30","NSL 30868","2017_18_78"
2017,4,2,91,1108,"OC7","PI 553060","2017_2_91"
2017,3,19,80,580,"PHK93","PI 548800","2017_19_80"
2017,3,19,61,1445,"AusTRCF 306345","NSL 438031","2017_19_61"
2017,3,19,69,1205,"R-4524","PI 340837","2017_19_69"
2017,3,19,77,1517,"Va4","PI 542955","2017_19_77"
2017,3,19,79,1002,"6M502A","PI 546484","2017_19_79"
2017,3,19,56,1198,"AusTRCF 306293","NSL 437979","2017_19_56"
2017,3,19,83,1134,"B45","PI 550468","2017_19_83"
2017,3,19,67,809,"T8445 INBRED","PI 267171","2017_19_67"
2017,3,19,81,888,"PHR55","PI 548804","2017_19_81"
2017,3,18,79,1184,"R061","NSL 30871","2017_18_79"
2017,3,19,70,1538,"R-15 DENT STERILE","PI 340844","2017_19_70"
2017,3,19,72,882,"WU-TAN-TZAO","PI 391680","2017_19_72"
2017,3,18,82,660,"R103","NSL 30879","2017_18_82"
2017,3,19,59,992,"AusTRCF 306321","NSL 438007","2017_19_59"
2017,3,19,49,1012,"AusTRCF 305822","NSL 437896","2017_19_49"
2017,3,19,76,1247,"NP87","PI 542716","2017_19_76"
2017,3,19,48,1406,"AusTRCF 305802","NSL 437878","2017_19_48"
2017,3,18,81,1292,"R76","NSL 30875","2017_18_81"
2017,3,19,53,1227,"AusTRCF 306244","NSL 437939","2017_19_53"
2017,3,18,75,1425,"R901","NSL 29282","2017_18_75"
2017,3,19,65,476,"4F-403 JV 15","PI 198906","2017_19_65"
2017,3,18,83,1325,"R904A","NSL 30906","2017_18_83"
2017,4,2,90,1552,"H103","PI 550497","2017_2_90"
2017,3,19,62,1616,"INBRED 378","PI 186182","2017_19_62"
2017,3,19,82,1101,"B69","PI 550456","2017_19_82"
2017,3,18,84,1006,"R909","NSL 30909","2017_18_84"
2017,3,19,52,1494,"AusTRCF 306241","NSL 437936","2017_19_52"
2017,3,19,75,1001,"Pa891","PI 531083","2017_19_75"
2017,3,18,77,972,"R004","NSL 30866","2017_18_77"
2017,4,2,89,1,"B73","14SJMY:Breed:0001","2017_2_89"
2017,3,18,80,1,"B73","14SJMY:Breed:0001","2017_18_80"
2017,3,19,50,1014,"AusTRCF 305834","NSL 437908","2017_19_50"
2017,3,19,45,1,"B73","14SJMY:Breed:0001","2017_19_45"
2017,3,19,60,701,"AusTRCF 306323","NSL 438009","2017_19_60"
2017,3,19,57,1199,"AusTRCF 306294","NSL 437980","2017_19_57"
2017,3,19,78,1461,"Va6","PI 542957","2017_19_78"
2017,3,19,58,1609,"AusTRCF 306295","NSL 437981","2017_19_58"
2017,3,19,84,1,"B73","14SJMY:Breed:0001","2017_19_84"
2017,3,19,46,1297,"R921E","NSL 30912","2017_19_46"
2017,3,19,73,916,"B90","PI 527699","2017_19_73"
2017,3,19,63,1502,"INBRED 2-687","PI 186215","2017_19_63"
2017,3,19,66,592,"NY 971 (Neveh Yaar)","PI 200194","2017_19_66"
2017,3,19,54,1495,"AusTRCF 306264","NSL 437952","2017_19_54"
2017,3,19,47,1629,"Mo301ae","NSL 67786","2017_19_47"
2017,3,19,55,1337,"AusTRCF 306287","NSL 437973","2017_19_55"
2017,4,4,100,1666,"Mo24W","PI 587144","2017_4_100"
2017,4,4,90,915,"NC264","PI 520774","2017_4_90"
2017,4,4,96,1524,"T232","PI 550522","2017_4_96"
2017,4,3,105,1422,"K47","NSL 22628","2017_3_105"
2017,4,3,114,1635,"Mo314ae","NSL 67799","2017_3_114"
2017,4,4,111,1395,"Va60","Ames 19017","2017_4_111"
2017,4,4,112,1151,"H60","Ames 25559","2017_4_112"
2017,4,3,112,1522,"Mo304ae","NSL 67789","2017_3_112"
2017,4,3,104,178,"38-11 Goodman-Buckler","Ames 31535","2017_3_104"
2017,4,3,91,1582,"I159","Ames 24589","2017_3_91"
2017,4,3,98,1563,"A441-5","Ames 27064","2017_3_98"
2017,4,4,103,1568,"LH60","PI 601404","2017_4_103"
2017,4,4,105,1349,"WIL901","PI 601685","2017_4_105"
2017,4,4,110,1172,"89S4145","Ames 12821","2017_4_110"
2017,4,4,113,1400,"CI 540","Ames 26028","2017_4_113"
2017,4,4,102,913,"OC13","PI 596500","2017_4_102"
2017,4,3,111,1521,"L317","NSL 65873","2017_3_111"
2017,4,4,95,1523,"T224","PI 550520","2017_4_95"
2017,4,4,104,1130,"LH65","PI 601494","2017_4_104"
2017,4,4,109,730,"89S4107","Ames 12816","2017_4_109"
2017,4,3,102,1201,"Mo44","Ames 28939","2017_3_102"
2017,4,3,96,1591,"H50","Ames 26788","2017_3_96"
2017,4,4,93,889,"PHR58","PI 548805","2017_4_93"
2017,4,3,92,1779,"CI 1","Ames 26114","2017_3_92"
2017,4,4,98,1361,"Mo7","PI 558516","2017_4_98"
2017,4,3,115,1404,"H117","NSL 197105","2017_3_115"
2017,4,3,100,1606,"NC332","Ames 27162","2017_3_100"
2017,4,4,107,1648,"TZEEI 3","PI 641253","2017_4_107"
2017,4,3,103,1479,"AD Sg1501-4","Ames 29026","2017_3_103"
2017,4,3,93,1466,"H10","Ames 26773","2017_3_93"
2017,4,4,92,216,"PHJ65","PI 543840","2017_4_92"
2017,4,4,97,1035,"H110","PI 550526","2017_4_97"
2017,4,4,89,1623,"Honan no. 7","PI 459078","2017_4_89"
2017,4,4,106,1270,"PHM57","PI 601779","2017_4_106"
2017,4,3,108,799,"R101","NSL 30878","2017_3_108"
2017,4,3,110,1078,"L 289","NSL 65872","2017_3_110"
2017,4,4,101,1668,"R230","PI 592735","2017_4_101"
2017,4,3,113,1600,"Mo305ae","NSL 67790","2017_3_113"
2017,4,3,99,1571,"NC302","Ames 27147","2017_3_99"
2017,4,3,109,493,"5120B","NSL 30905","2017_3_109"
2017,4,4,108,1038,"Huobai","Ames 2339","2017_4_108"
2017,4,3,94,1694,"H14","Ames 26774","2017_3_94"
2017,4,3,95,1407,"H30w","Ames 26782","2017_3_95"
2017,4,3,107,898,"R941","NSL 29287","2017_3_107"
2017,4,3,89,1253,"H21W","Ames 20136","2017_3_89"
2017,4,4,114,878,"WXL317","Ames 26754","2017_4_114"
2017,4,4,99,1,"B73","14SJMY:Breed:0001","2017_4_99"
2017,4,4,91,1518,"Va33","PI 542959","2017_4_91"
2017,2,8,36,244,"MS89","Ames 24722","2017_8_36"
2017,2,8,8,120,"CM105","PI 587124","2017_8_8"
2017,4,6,110,1519,"A","NSL 30861","2017_6_110"
2017,2,8,27,662,"A357","Ames 23426","2017_8_27"
2017,2,8,29,366,"A640","Ames 23477","2017_8_29"
2017,2,8,22,423,"A201","Ames 23399","2017_8_22"
2017,2,8,7,225,"ND260","PI 550573","2017_8_7"
2017,2,9,38,457,"A310","Ames 23419","2017_9_38"
2017,2,8,26,458,"A312","Ames 23420","2017_8_26"
2017,4,7,123,1313,"A415-1-3 INBRED","PI 221773","2017_7_123"
2017,4,6,95,1474,"CI 7 Goodman-Buckler","Ames 28367","2017_6_95"
2017,4,6,107,1595,"CI 127","CIze 127","2017_6_107"
2017,4,7,127,1490,"CI 28B","Ames 26122","2017_7_127"
2017,2,9,39,230,"A322","Ames 23422","2017_9_39"
2017,2,9,32,240,"C8 pseudo","Ames 22014","2017_9_32"
2017,2,9,34,344,"W 6720-1","Ames 22062","2017_9_34"
2017,2,9,26,537,"PHG47","PI 601318","2017_9_26"
2017,4,6,101,1381,"Mo506W","Ames 28942","2017_6_101"
2017,2,8,9,231,"W182BN","PI 587155","2017_8_9"
2017,2,8,34,132,"MS24","Ames 24707","2017_8_34"
2017,4,6,102,1704,"1497-2","Ames 29394","2017_6_102"
2017,2,8,18,248,"Me 244 Wa","Ames 22042","2017_8_18"
2017,2,8,10,433,"CR1HT","PI 601080","2017_8_10"
2017,2,9,33,107,"W 6462","Ames 22060","2017_9_33"
2017,2,8,17,553,"Ill 101Q","Ames 22033","2017_8_17"
2017,2,8,33,466,"MS1","Ames 24704","2017_8_33"
2017,2,9,40,354,"A340","Ames 23424","2017_9_40"
2017,4,7,125,973,"H25W","Ames 20137","2017_7_125"
2017,4,6,119,1734,"NC258","PI 531084","2017_6_119"
2017,4,6,92,1570,"Ky21","Ames 27130","2017_6_92"
2017,2,9,29,303,"PHN37","PI 601781","2017_9_29"
2017,2,8,5,923,"ND301","PI 550491","2017_8_5"
2017,2,9,28,298,"LH149","PI 601493","2017_9_28"
2017,2,8,37,245,"MS92","Ames 24724","2017_8_37"
2017,2,8,14,304,"A662","PI 607522","2017_8_14"
2017,2,8,39,349,"CM155","Ames 27034","2017_8_39"
2017,4,7,126,1688,"Tx817w","Ames 22766","2017_7_126"
2017,4,5,93,1411,"AusTRCF 306301","NSL 437987","2017_5_93"
2017,4,6,122,1526,"Mo10","PI 558517","2017_6_122"
2017,4,6,103,1588,"CML 336","Ames 30856","2017_6_103"
2017,4,6,100,1802,"Mo38","Ames 28936","2017_6_100"
2017,2,8,35,341,"MS24A","Ames 24708","2017_8_35"
2017,2,8,32,157,"A677","Ames 23501","2017_8_32"
2017,2,9,27,233,"807","PI 601430","2017_9_27"
2017,2,8,6,421,"N193","PI 550567","2017_8_6"
2017,2,9,36,346,"W 6728","Ames 22064","2017_9_36"
2017,2,8,24,115,"A251","Ames 23406","2017_8_24"
2017,2,8,12,331,"L 127","PI 601726","2017_8_12"
2017,4,6,94,1761,"NC344","Ames 27168","2017_6_94"
2017,4,6,98,1614,"Mo30W","Ames 28930","2017_6_98"
2017,4,6,118,1241,"NC252","PI 511309","2017_6_118"
2017,2,8,30,125,"A655","Ames 23487","2017_8_30"
2017,4,6,89,1185,"CI 91C","Ames 26137","2017_6_89"
2017,2,9,31,656,"C5 Ark 1956","Ames 22011","2017_9_31"
2017,4,6,124,1561,"AR204","PI 561516","2017_6_124"
2017,4,6,111,1430,"R917A","NSL 30911","2017_6_111"
2017,4,6,125,1469,"AR266","PI 561529","2017_6_125"
2017,2,8,20,312,"W 3647","Ames 22053","2017_8_20"
2017,4,7,128,1554,"CI 28C","Ames 26123","2017_7_128"
2017,4,5,89,1304,"AusTRCF 306245","NSL 437940","2017_5_89"
2017,4,5,90,1608,"AusTRCF 306274","NSL 437960","2017_5_90"
2017,4,6,115,495,"4F-182 BS 11","PI 198889","2017_6_115"
2017,4,5,91,1306,"AusTRCF 306280","NSL 437966","2017_5_91"
2017,2,8,16,416,"C90","Ames 22024","2017_8_16"
2017,2,8,38,275,"MS141","Ames 24732","2017_8_38"
2017,4,6,105,1593,"CI90A","CIze 90","2017_6_105"
2017,2,8,11,435,"LH85","PI 601405","2017_8_11"
2017,4,7,122,1402,"CI 19","Ames 26119","2017_7_122"
2017,2,8,13,128,"A661","PI 607521","2017_8_13"
2017,4,6,93,1605,"NC320","Ames 27156","2017_6_93"
2017,2,9,35,345,"W 6720-2","Ames 22063","2017_9_35"
2017,2,8,25,228,"A260","Ames 23408","2017_8_25"
2017,4,6,123,1558,"Mo3","PI 558522","2017_6_123"
2017,4,6,127,1749,"Hi29","PI 593011","2017_6_127"
2017,4,6,108,1391,"245","NSL 8579","2017_6_108"
2017,2,9,37,114,"A223","Ames 23404","2017_9_37"
2017,4,6,96,1770,"Mo28W","Ames 28928","2017_6_96"
2017,2,8,31,46,"A673","Ames 23497","2017_8_31"
2017,4,6,90,1556,"WXK41","Ames 26749","2017_6_90"
2017,4,6,104,1390,"CI 85B","CIze 85","2017_6_104"
2017,4,6,99,1380,"Mo36","Ames 28934","2017_6_99"
2017,4,6,91,1598,"K64","Ames 27121","2017_6_91"
2017,4,6,109,585,"B41","NSL 30046","2017_6_109"
2017,4,6,112,978,"B7","NSL 65863","2017_6_112"
2017,4,6,117,1536,"B96","PI 270297","2017_6_117"
2017,4,6,97,1613,"Mo29W","Ames 28929","2017_6_97"
2017,2,8,40,250,"CO120","Ames 27040","2017_8_40"
2017,4,6,120,1433,"B49","PI 550443","2017_6_120"
2017,2,8,15,442,"P737M20","PI 644102","2017_8_15"
2017,4,6,114,1528,"AusTRCF 306319","NSL 438005","2017_6_114"
2017,4,7,124,1680,"GE335","Ames 10261","2017_7_124"
2017,4,6,121,1706,"T115","PI 550517","2017_6_121"
2017,4,6,128,937,"N519","PI 594068","2017_6_128"
2017,2,8,28,360,"A548","Ames 23449","2017_8_28"
2017,4,6,106,1594,"CI 91B","CIze 91","2017_6_106"
2017,4,12,101,531,"BO394Y","PI 591015","2017_12_101"
2017,4,12,128,1,"B73","14SJMY:Breed:0001","2017_12_128"
2017,4,11,90,309,"A641","Ames 19311","2017_11_90"
2017,4,12,89,1,"B73","14SJMY:Breed:0001","2017_12_89"
2017,4,12,91,705,"89302","PI 550911","2017_12_91"
2017,4,12,100,1667,"NC268","PI 587145","2017_12_100"
2017,2,9,11,196,"FV181","PI 257514","2017_9_11"
2017,4,12,94,739,"88094","PI 550917","2017_12_94"
2017,4,11,92,764,"Ia Ev191","Ames 22026","2017_11_92"
2017,4,11,91,2,"Tx303","Ames 19327","2017_11_91"
2017,2,9,30,441,"A664","PI 607524","2017_9_30"
2017,2,5,23,110,"A90","Ames 23392","2017_5_23"
2017,3,6,48,1308,"Mo510W","Ames 28944","2017_6_48"
2017,3,5,52,1542,"SC84E","Ames 10271","2017_5_52"
2017,3,6,49,1703,"Mo512BW","Ames 28947","2017_6_49"
2017,3,5,48,722,"A665","PI 607525","2017_5_48"
2017,3,5,63,976,"H100","Ames 22748","2017_5_63"
2017,3,5,50,1483,"Lai 1029","Ames 2327","2017_5_50"
2017,3,6,55,1396,"W22","NSL 30053","2017_6_55"
2017,3,5,66,1550,"Tx118","Ames 22762","2017_5_66"
2017,3,5,53,654,"89S4098","Ames 12815","2017_5_53"
2017,3,5,57,1394,"Va35C","Ames 14115","2017_5_57"
2017,3,5,64,1285,"H112","Ames 22750","2017_5_64"
2017,3,5,69,1373,"WXI198","Ames 26747","2017_5_69"
2017,3,5,45,825,"PHN73","PI 601782","2017_5_45"
2017,3,5,70,1081,"WXI205","Ames 26748","2017_5_70"
2017,3,5,59,1547,"Va91","Ames 19019","2017_5_59"
2017,3,6,61,1398,"R154","NSL 30888","2017_6_61"
2017,3,5,55,1173,"89S4157","Ames 12823","2017_5_55"
2017,3,5,47,828,"SD41","PI 606769","2017_5_47"
2017,3,5,65,1178,"H123","Ames 22753","2017_5_65"
2017,3,5,67,843,"MS77","Ames 24717","2017_5_67"
2017,3,5,49,860,"58803 Mo17 (Meth) BcS3","PI 648432","2017_5_49"
2017,3,5,51,968,"Huanyao","Ames 2337","2017_5_51"
2017,3,5,76,1186,"H41","Ames 26783","2017_5_76"
2017,3,6,57,1291,"W32","NSL 30071","2017_6_57"
2017,3,5,74,1,"B73","14SJMY:Breed:0001","2017_5_74"
2017,3,6,52,1486,"CI 42A","CIze 42","2017_6_52"
2017,3,6,56,1289,"W24","NSL 30064","2017_6_56"
2017,3,6,53,865,"Oh33","NSL 28965","2017_6_53"
2017,3,5,54,969,"89S4125","Ames 12819","2017_5_54"
2017,3,5,72,983,"B84 +/su","Ames 26763","2017_5_72"
2017,3,6,59,1397,"R71","NSL 30872","2017_6_59"
2017,3,6,47,962,"N7A Goodman-Buckler","Ames 28366","2017_6_47"
2017,3,5,56,1244,"89S4190","Ames 12824","2017_5_56"
2017,3,6,46,991,"Pa875","Ames 27185","2017_6_46"
2017,3,6,45,1301,"Pa762","Ames 27184","2017_6_45"
2017,3,5,73,851,"H19","Ames 26775","2017_5_73"
2017,3,5,62,1549,"Pa871","Ames 19324","2017_5_62"
2017,3,5,60,1073,"Wf9","Ames 19293","2017_5_60"
2017,3,5,68,1260,"Va99","Ames 24989","2017_5_68"
2017,3,6,50,793,"AD 347 DS-1","Ames 28996","2017_6_50"
2017,3,5,46,826,"PHN82","PI 601783","2017_5_46"
2017,3,5,61,1364,"H95","Ames 19319","2017_5_61"
2017,3,6,54,1182,"R221","NSL 29317","2017_6_54"
2017,3,6,58,1072,"HY2","NSL 30864","2017_6_58"
2017,3,5,75,1375,"H22w","Ames 26776","2017_5_75"
2017,3,6,62,1429,"R192","NSL 30898","2017_6_62"
2017,3,6,60,1104,"R74","NSL 30873","2017_6_60"
2017,3,6,51,1777,"MR20 (Shoe Peg) S7","Ames 30534","2017_6_51"
2017,3,3,46,785,"Oh43 (su)","Ames 26765","2017_3_46"
2017,3,3,74,674,"E292-1-1-1 INB(S5 SYN ANVELD X MINN.706)","PI 221750","2017_3_74"
2017,3,3,64,768,"L","NSL 30863","2017_3_64"
2017,3,3,57,859,"AD 233","Ames 28987","2017_3_57"
2017,3,3,50,571,"H109","Ames 26802","2017_3_50"
2017,3,3,72,468,"4F-259 HQ","PI 198894","2017_3_72"
2017,3,2,82,671,"A619Ht3","Ames 25221","2017_2_82"
2017,3,3,54,885,"NC292","Ames 27142","2017_3_54"
2017,3,3,66,153,"4226","NSL 30904","2017_3_66"
2017,3,3,80,1,"B73","14SJMY:Breed:0001","2017_3_80"
2017,3,2,84,1,"B73","14SJMY:Breed:0001","2017_2_84"
2017,3,3,77,510,"BR-1-1","PI 340835","2017_3_77"
2017,3,3,71,702,"AusTRCF 306347","NSL 438033","2017_3_71"
2017,3,3,56,791,"Mo43","Ames 28938","2017_3_56"
2017,3,2,75,123,"A643","Ames 23478","2017_2_75"
2017,3,3,47,786,"W64A ae","Ames 26767","2017_3_47"
2017,3,3,70,700,"AusTRCF 305849","NSL 437923","2017_3_70"
2017,3,3,69,871,"R802A","NSL 117226","2017_3_69"
2017,3,3,81,782,"R-28-2","PI 340863","2017_3_81"
2017,3,3,67,694,"B21","NSL 65868","2017_3_67"
2017,3,2,77,842,"MS67","Ames 24710","2017_2_77"
2017,3,2,78,373,"MS71","Ames 24712","2017_2_78"
2017,3,2,79,777,"MS200","Ames 24737","2017_2_79"
2017,3,2,76,841,"MS4","Ames 24705","2017_2_76"
2017,3,2,83,783,"WXL289","Ames 26753","2017_2_83"
2017,3,2,64,942,"A635","Ames 19309","2017_2_64"
2017,3,2,72,638,"A286","Ames 23413","2017_2_72"
2017,3,3,83,267,"YING-64","PI 391666","2017_3_83"
2017,3,3,78,511,"BR-15 DENT STERILE","PI 340845","2017_3_78"
2017,3,3,60,685,"AD SA21","Ames 29021","2017_3_60"
2017,3,3,76,565,"T141","PI 340827","2017_3_76"
2017,3,3,58,891,"AD H10","Ames 28989","2017_3_58"
2017,3,3,48,536,"W64A ae/wx","Ames 26768","2017_3_48"
2017,3,3,55,760,"Il731a","Ames 27444","2017_3_55"
2017,3,3,59,549,"AD SA2","Ames 29002","2017_3_59"
2017,3,3,84,881,"TZU-CHIAO-HSI-WU 105","PI 391678","2017_3_84"
2017,3,3,68,695,"A258","NSL 81596","2017_3_68"
2017,3,3,62,767,"W23","NSL 30060","2017_3_62"
2017,3,2,81,750,"MS222","Ames 24747","2017_2_81"
2017,3,3,82,266,"442A-431-68(D)","PI 358528","2017_3_82"
2017,3,3,73,907,"NY 159 (Neveh Yaar)","PI 200182","2017_3_73"
2017,3,3,61,794,"Oh40B","NSL 28966","2017_3_61"
2017,3,3,52,144,"CO257","Ames 27052","2017_3_52"
2017,3,2,74,770,"A633","Ames 23471","2017_2_74"
2017,3,3,79,484,"B-18 INBR.FR.SUPERGOLD","PI 340855","2017_3_79"
2017,3,2,73,39,"A401","Ames 23430","2017_2_73"
2017,2,2,24,25,"CL17","Ames 27024","2017_2_24"
2017,2,3,27,27,"CL19","Ames 27026","2017_3_27"
2017,2,5,31,1,"B73","14SJMY:Breed:0001","2017_5_31"
2017,2,6,6,518,"Shansi no. 60","PI 459082","2017_6_6"
2017,2,8,19,417,"P51wx","Ames 22050","2017_8_19"
2017,2,8,21,318,"ABPl 4","Ames 22793","2017_8_21"
2017,2,8,23,142,"A204","Ames 23401","2017_8_23"
2017,2,9,12,88,"F39","PI 257516","2017_9_12"
2017,2,9,13,815,"S 61","PI 369443","2017_9_13"
2017,2,9,18,118,"ND304W","PI 550552","2017_9_18"
2017,2,10,28,259,"ND376","NSL 32733","2017_10_28"
2017,2,11,10,626,"LH52","PI 601360","2017_11_10"
2017,2,11,22,253,"W 3742","Ames 22055","2017_11_22"
2017,2,12,24,601,"CHI-503","PI 391667","2017_12_24"
2017,2,13,28,473,"AD 147 DS","Ames 28970","2017_13_28"
2017,2,14,8,924,"OC1","PI 553054","2017_14_8"
2017,2,15,13,590,"H116","NSL 197104","2017_15_13"
2017,2,16,11,336,"Florida 56","PI 644099","2017_16_11"
2017,2,17,3,456,"A295","Ames 23415","2017_17_3"
2017,2,17,39,478,"NO. 1049 INBRED","PI 303930","2017_17_39"
2017,2,18,3,1208,"197A-381-68(A)","PI 358526","2017_18_3"
2017,2,18,23,796,"OC8","PI 553061","2017_18_23"
2017,2,18,26,589,"NYRD4058","PI 561694","2017_18_26"
2017,2,19,25,716,"SD43","PI 518660","2017_19_25"
2017,3,2,53,724,"B66","PI 550464","2017_2_53"
2017,3,3,51,645,"H113","Ames 26803","2017_3_51"
2017,3,3,53,543,"CH9","Ames 27068","2017_3_53"
2017,3,3,63,152,"K","NSL 30862","2017_3_63"
2017,3,3,65,800,"R113","NSL 30883","2017_3_65"
2017,3,3,75,508,"NO. 1174 INBRED","PI 303936","2017_3_75"
2017,3,4,46,301,"A166N","PI 406109","2017_4_46"
2017,3,5,58,1246,"Va21A","Ames 19004","2017_5_58"
2017,3,5,71,673,"WXWF9","Ames 26758","2017_5_71"
2017,3,8,83,1243,"58801 Inbred Mo17","PI 648430","2017_8_83"
2017,3,10,82,1439,"AusTRCF 306273","NSL 437959","2017_10_82"
2017,3,10,83,1338,"AusTRCF 306290","NSL 437976","2017_10_83"
2017,3,12,77,1475,"PHM49","PI 601568","2017_12_77"
2017,3,13,71,575,"SD42","PI 508277","2017_13_71"
2017,3,13,83,1443,"OC15","PI 596502","2017_13_83"
2017,3,15,48,1408,"H93","Ames 26796","2017_15_48"
2017,3,15,67,1281,"CI 12","Ames 28949","2017_15_67"
2017,3,16,77,1355,"Va5","PI 542956","2017_16_77"
2017,3,17,47,1036,"Pa778","PI 560081","2017_17_47"
